,worldwide_gross_income_currency,worldwide_gross_income,usa_gross_income_currency,usa_gross_income,budget_currency,budget
650,USD,2161095 ,USD,5127 ,,
651,USD,26018 ,USD,5130 ,USD,6000000 
652,USD,5149 ,USD,5149 ,USD,500000 
653,USD,17113 ,USD,5151 ,USD,15000000 
654,USD,6177725 ,USD,5151 ,USD,8000000 
655,USD,5152 ,USD,5152 ,USD,65000 
656,USD,5154 ,USD,5154 ,,
657,USD,5159 ,USD,5159 ,,
658,USD,5161 ,USD,5161 ,,
659,USD,28463 ,USD,5166 ,USD,1200000 
660,USD,5171 ,USD,5171 ,,
661,USD,51017 ,USD,5206 ,USD,6000000 
662,USD,5211 ,USD,5211 ,,
663,USD,5212 ,USD,5212 ,,
664,USD,5216 ,USD,5216 ,,
665,USD,5228 ,USD,5228 ,,
666,USD,5240 ,USD,5240 ,,
667,USD,906158 ,USD,5240 ,,
668,USD,25116 ,USD,5244 ,USD,18000000 
669,USD,5247 ,USD,5247 ,,
670,USD,5274 ,USD,5274 ,,
671,USD,5274 ,USD,5274 ,,
672,USD,12217440 ,USD,5290 ,USD,15000000 
673,USD,8231 ,USD,5294 ,,
674,USD,692575 ,USD,5309 ,EUR,600000
675,USD,15548 ,USD,5312 ,,
676,USD,5319 ,USD,5319 ,,
677,USD,1010485 ,USD,5336 ,USD,7700000 
678,USD,602883 ,USD,5337 ,,
679,USD,21641 ,USD,5340 ,,
680,USD,5342 ,USD,5342 ,,
681,USD,5348 ,USD,5348 ,,
682,USD,5361 ,USD,5361 ,USD,650000 
683,,,USD,5365 ,,
684,USD,5383 ,USD,5383 ,,
685,USD,5383 ,USD,5383 ,,
686,USD,5415 ,USD,5415 ,,
687,USD,5420 ,USD,5420 ,,
688,USD,5428 ,USD,5428 ,EUR,1500000
689,USD,5430 ,USD,5430 ,,
690,USD,5453 ,USD,5453 ,,
691,USD,369179 ,USD,5460 ,USD,11500000 
692,USD,5468 ,USD,5468 ,,
693,USD,5471 ,USD,5471 ,,
694,USD,5472 ,USD,5472 ,,
695,USD,14632 ,USD,5474 ,,
696,USD,5491 ,USD,5491 ,USD,17000000 
697,USD,5510 ,USD,5510 ,USD,600000 
698,USD,5514 ,USD,5514 ,USD,500000 
699,USD,212624 ,USD,5514 ,,
700,,,USD,5518 ,,
701,USD,5518 ,USD,5518 ,,
702,USD,227534 ,USD,5534 ,CAD,4000000
703,USD,1528185 ,USD,5539 ,EUR,8000000
704,USD,5565 ,USD,5565 ,USD,5000000 
705,USD,295295 ,USD,5587 ,,
706,USD,408570 ,USD,5594 ,,
707,USD,7328 ,USD,5597 ,USD,400000 
708,USD,2242471 ,USD,5614 ,EUR,3000000
709,USD,5633 ,USD,5633 ,,
710,USD,1369037 ,USD,5638 ,EUR,2200000
711,,,USD,5639 ,,
712,USD,5642 ,USD,5642 ,,
713,,,USD,5651 ,,
714,USD,5654 ,USD,5654 ,,
715,USD,5661 ,USD,5661 ,USD,7000000 
716,USD,6445 ,USD,5662 ,,
717,USD,8396245 ,USD,5665 ,USD,20000000 
718,,,USD,5675 ,,
719,USD,10775 ,USD,5677 ,,
720,USD,7585569 ,USD,5700 ,,
721,,,USD,5708 ,,
722,USD,5710 ,USD,5710 ,DEM,4300000
723,USD,517197 ,USD,5711 ,,
724,USD,5715 ,USD,5715 ,,
725,USD,5716 ,USD,5716 ,,
726,USD,5719 ,USD,5719 ,,
727,USD,346729 ,USD,5728 ,USD,5000000 
728,USD,5729 ,USD,5729 ,,
729,USD,5741 ,USD,5741 ,,
730,USD,1428494 ,USD,5746 ,USD,7000000 
731,USD,5750 ,USD,5750 ,,
732,USD,5777 ,USD,5777 ,,
733,USD,5782 ,USD,5782 ,USD,7500000 
734,USD,5788 ,USD,5788 ,,
735,USD,5788 ,USD,5788 ,,
736,USD,5799 ,USD,5799 ,CAD,3000000
737,USD,5814 ,USD,5814 ,ISK,200000000
738,USD,30985 ,USD,5819 ,,
739,USD,5844 ,USD,5844 ,,
740,USD,65115 ,USD,5858 ,,
741,USD,5860 ,USD,5860 ,USD,1000000 
742,USD,5868 ,USD,5868 ,,
743,USD,311838 ,USD,5872 ,EUR,2000000
744,USD,34156960 ,USD,5874 ,EUR,9000000
745,USD,5874 ,USD,5874 ,,
746,USD,5875 ,USD,5875 ,,
747,USD,11956 ,USD,5885 ,,
748,USD,5895 ,USD,5895 ,,
749,USD,5900 ,USD,5900 ,USD,9500000 
750,USD,5902 ,USD,5902 ,,
751,USD,5906 ,USD,5906 ,,
752,USD,5925 ,USD,5925 ,,
753,USD,5928 ,USD,5928 ,,
754,USD,5948 ,USD,5948 ,USD,1200000 
755,USD,5964 ,USD,5964 ,,
756,USD,5972 ,USD,5972 ,,
757,USD,155111 ,USD,5975 ,USD,12000000 
758,USD,42840 ,USD,6000 ,USD,4200000 
759,USD,6000 ,USD,6000 ,,
760,USD,355979 ,USD,6000 ,,
761,USD,6028 ,USD,6028 ,USD,1000000 
762,USD,6035 ,USD,6035 ,,
763,USD,6047 ,USD,6047 ,,
764,USD,6048 ,USD,6048 ,,
765,USD,10201 ,USD,6050 ,,
766,USD,68716 ,USD,6073 ,USD,1200000 
767,USD,933847 ,USD,6075 ,USD,15000000 
768,USD,137931 ,USD,6092 ,USD,160000 
769,USD,6095 ,USD,6095 ,,
770,,,USD,6096 ,,
771,USD,6100 ,USD,6100 ,,
772,USD,6108 ,USD,6108 ,,
773,USD,6112 ,USD,6112 ,USD,1200000 
774,USD,6115 ,USD,6115 ,,
775,USD,6127 ,USD,6127 ,,
776,USD,6133 ,USD,6133 ,,
777,USD,478996 ,USD,6140 ,DKK,86000000
778,USD,6141 ,USD,6141 ,USD,10000000 
779,USD,6147 ,USD,6147 ,USD,7000000 
780,USD,6172 ,USD,6172 ,,
781,USD,387396 ,USD,6176 ,,
782,USD,268476 ,USD,6208 ,,
783,USD,6220 ,USD,6220 ,,
784,USD,6232 ,USD,6232 ,,
785,USD,13747547 ,USD,6235 ,NOK,52100000
786,USD,6235 ,USD,6235 ,,
787,USD,6237 ,USD,6237 ,,
788,USD,226067 ,USD,6242 ,,
789,USD,132787 ,USD,6255 ,GBP,1000000
790,USD,9963833 ,USD,6258 ,,
791,USD,3369468 ,USD,6290 ,GBP,6000000
792,USD,6291 ,USD,6291 ,,
793,USD,12944 ,USD,6294 ,USD,6000000 
794,USD,6295 ,USD,6295 ,,
795,USD,56857 ,USD,6298 ,,
796,USD,14880497 ,USD,6300 ,,
797,USD,6305 ,USD,6305 ,USD,1200000 
798,USD,832150 ,USD,6330 ,,
799,USD,6332 ,USD,6332 ,,
800,USD,48426 ,USD,6334 ,EUR,2896000
801,USD,6334 ,USD,6334 ,CAD,4000000
802,USD,16232 ,USD,6361 ,,
803,USD,6383 ,USD,6383 ,,
804,USD,6388 ,USD,6388 ,,
805,USD,6397 ,USD,6397 ,,
806,USD,9756 ,USD,6398 ,,
807,USD,128471 ,USD,6399 ,USD,25000000 
808,USD,6404 ,USD,6404 ,USD,750000 
809,USD,203450 ,USD,6408 ,GBP,695393
810,USD,6420 ,USD,6420 ,USD,2000000 
811,USD,1627909 ,USD,6422 ,USD,10000000 
812,USD,6434 ,USD,6434 ,,
813,USD,1456886 ,USD,6437 ,,
814,USD,6461 ,USD,6461 ,GBP,250000
815,,,USD,6499 ,,
816,USD,8255 ,USD,6508 ,EUR,100000
817,USD,618696 ,USD,6508 ,,
818,USD,6509 ,USD,6509 ,,
819,USD,6529 ,USD,6529 ,,
820,USD,6534 ,USD,6534 ,USD,1200000 
821,USD,6537 ,USD,6537 ,,
822,USD,6543 ,USD,6543 ,USD,1000000 
823,USD,44161 ,USD,6547 ,,
824,USD,6558 ,USD,6558 ,,
825,,,USD,6578 ,,
826,USD,7090891 ,USD,6587 ,,
827,USD,6614 ,USD,6614 ,,
828,USD,6627 ,USD,6627 ,,
829,USD,6629 ,USD,6629 ,,
830,USD,6634 ,USD,6634 ,,
831,USD,439632 ,USD,6635 ,,
832,USD,6639 ,USD,6639 ,,
833,USD,157267 ,USD,6643 ,,
834,USD,3404646 ,USD,6646 ,,
835,USD,39286 ,USD,6660 ,,
836,USD,205585 ,USD,6671 ,,
837,USD,24604331 ,USD,6690 ,EUR,12500000
838,USD,93046 ,USD,6694 ,,
839,USD,449681 ,USD,6700 ,GBP,500000
840,USD,457132 ,USD,6701 ,,
841,USD,27359 ,USD,6701 ,,
842,USD,136147 ,USD,6729 ,,
843,,,USD,6741 ,,
844,USD,451183391 ,USD,6752 ,USD,15000000 
845,USD,6780 ,USD,6780 ,,
846,USD,6783 ,USD,6783 ,USD,1500000 
847,USD,13856 ,USD,6784 ,CAD,2500000
848,USD,6796 ,USD,6796 ,USD,6000000 
849,USD,2131057 ,USD,6820 ,USD,25000000 
850,USD,26441 ,USD,6839 ,,
851,USD,6840 ,USD,6840 ,USD,3000000 
852,USD,6850 ,USD,6850 ,,
853,USD,2994053 ,USD,6850 ,,
854,USD,251018 ,USD,6853 ,AUD,3500000
855,USD,6870 ,USD,6870 ,USD,1000000 
856,USD,2656152 ,USD,6871 ,EUR,5555559
857,USD,6877 ,USD,6877 ,,
858,USD,6883 ,USD,6883 ,USD,7000000 
859,USD,6892 ,USD,6892 ,USD,1600000 
860,USD,6900 ,USD,6900 ,USD,3000000 
861,USD,6912 ,USD,6912 ,,
862,USD,549823 ,USD,6921 ,,
863,USD,10963 ,USD,6940 ,,
864,USD,84112033 ,USD,6945 ,,
865,USD,674839 ,USD,6950 ,,
866,USD,6955 ,USD,6955 ,,
867,USD,6959 ,USD,6959 ,,
868,USD,6960 ,USD,6960 ,,
869,USD,53117 ,USD,6975 ,,
870,USD,29081 ,USD,6995 ,,
871,USD,245027 ,USD,6997 ,USD,900000 
872,USD,23564 ,USD,7006 ,,
873,,,USD,7016 ,,
874,USD,3470651 ,USD,7017 ,USD,3000000 
875,USD,7072 ,USD,7072 ,,
876,USD,7078 ,USD,7078 ,,
877,USD,7082 ,USD,7082 ,,
878,USD,7095 ,USD,7095 ,USD,750000 
879,USD,15821 ,USD,7105 ,,
880,USD,6522186 ,USD,7116 ,,
881,USD,14147 ,USD,7117 ,USD,5000000 
882,USD,7123 ,USD,7123 ,,
883,,,USD,7123 ,,
884,USD,7129 ,USD,7129 ,USD,200000 
885,USD,56809 ,USD,7129 ,,
886,USD,7137 ,USD,7137 ,USD,135000 
887,USD,7144 ,USD,7144 ,,
888,USD,7162 ,USD,7162 ,USD,6000000 
889,USD,7171 ,USD,7171 ,,
890,USD,7182 ,USD,7182 ,,
891,USD,7196 ,USD,7196 ,USD,2000000 
892,USD,7199 ,USD,7199 ,USD,1200000 
893,USD,2082726 ,USD,7200 ,,
894,USD,14967 ,USD,7202 ,USD,1000000 
895,USD,7212 ,USD,7212 ,AUD,1000
896,USD,7271 ,USD,7271 ,,
897,USD,1032651 ,USD,7282 ,,
898,USD,7284 ,USD,7284 ,,
899,USD,7285 ,USD,7285 ,CAD,3000000
900,USD,421593 ,USD,7294 ,USD,2000000 
901,USD,7301 ,USD,7301 ,,
902,USD,3984669 ,USD,7321 ,,
903,USD,7326 ,USD,7326 ,,
904,USD,165891 ,USD,7358 ,ARS,2000000
905,USD,916727 ,USD,7362 ,,
906,USD,7373 ,USD,7373 ,,
907,USD,7384 ,USD,7384 ,,
908,,,USD,7394 ,,
909,USD,7396 ,USD,7396 ,,
910,USD,10208 ,USD,7404 ,DKK,10000000
911,USD,53048 ,USD,7406 ,EUR,1450000
912,USD,7413 ,USD,7413 ,USD,2000000 
913,USD,7429 ,USD,7429 ,,
914,USD,50421 ,USD,7440 ,EUR,200000
915,USD,7461 ,USD,7461 ,,
916,USD,8210 ,USD,7466 ,,
917,USD,7768 ,USD,7476 ,,
918,USD,7506 ,USD,7506 ,USD,1500000 
919,USD,11338478 ,USD,7518 ,,
920,USD,7529 ,USD,7529 ,,
921,,,USD,7548 ,,
922,USD,7556 ,USD,7556 ,USD,5000000 
923,USD,7556 ,USD,7556 ,,
924,USD,15338 ,USD,7578 ,,
925,USD,4179605 ,USD,7615 ,NOK,54000000
926,USD,7640 ,USD,7640 ,,
927,USD,1163922 ,USD,7650 ,,
928,USD,7656 ,USD,7656 ,,
929,USD,26007679 ,USD,7679 ,HKD,200000000
930,,,USD,7681 ,,
931,USD,7682 ,USD,7682 ,,
932,USD,7689 ,USD,7689 ,,
933,USD,7692 ,USD,7692 ,,
934,USD,2542577 ,USD,7704 ,,
935,USD,239182 ,USD,7714 ,,
936,USD,2147734 ,USD,7734 ,,
937,USD,7744 ,USD,7744 ,,
938,USD,7750 ,USD,7750 ,,
939,USD,7763 ,USD,7763 ,USD,450000 
940,USD,499389 ,USD,7791 ,GBP,500000
941,USD,9650552 ,USD,7793 ,EUR,24340000
942,USD,7814 ,USD,7814 ,,
943,USD,7825 ,USD,7825 ,,
944,USD,7838 ,USD,7838 ,USD,7000000 
945,USD,7856 ,USD,7856 ,USD,8000000 
946,USD,7862 ,USD,7862 ,,
947,USD,3018374 ,USD,7865 ,HKD,15000000
948,USD,7876 ,USD,7876 ,,
949,USD,7883 ,USD,7883 ,,
950,USD,1675381 ,USD,7886 ,USD,3000000 
951,USD,475511 ,USD,7889 ,,
952,USD,34017 ,USD,7891 ,,
953,USD,7943 ,USD,7943 ,USD,2000000 
954,USD,20700 ,USD,7965 ,USD,500000 
955,USD,7991 ,USD,7991 ,,
956,USD,7995 ,USD,7995 ,,
957,USD,8000 ,USD,8000 ,GBP,950000
958,USD,369194 ,USD,8000 ,USD,7000000 
959,USD,22003 ,USD,8004 ,,
960,USD,8018 ,USD,8018 ,,
961,USD,229532 ,USD,8020 ,,
962,USD,8022 ,USD,8022 ,,
963,USD,8025 ,USD,8025 ,USD,600000 
964,USD,8042 ,USD,8042 ,,
965,USD,8046 ,USD,8046 ,,
966,USD,8050 ,USD,8050 ,USD,750000 
967,USD,8064 ,USD,8064 ,,
968,USD,8077 ,USD,8077 ,,
969,USD,53503 ,USD,8084 ,KRW,100000
970,USD,1747263 ,USD,8085 ,,
971,USD,10080 ,USD,8088 ,USD,5000000 
972,USD,8100 ,USD,8100 ,,
973,USD,16290 ,USD,8106 ,USD,3800000 
974,USD,8109 ,USD,8109 ,,
975,USD,29545900 ,USD,8111 ,,
976,USD,8125 ,USD,8125 ,USD,30000 
977,USD,673112 ,USD,8139 ,EUR,5600000
978,USD,8144 ,USD,8144 ,DEM,95000
979,USD,8144 ,USD,8144 ,DEM,80000
980,USD,8144 ,USD,8144 ,DEM,750000
981,USD,8144 ,USD,8144 ,DEM,750000
982,USD,8144 ,USD,8144 ,DEM,6000000
983,USD,8144 ,USD,8144 ,DEM,600000
984,USD,8144 ,USD,8144 ,DEM,450000
985,USD,8144 ,USD,8144 ,DEM,3500000
986,USD,8144 ,USD,8144 ,DEM,325000
987,USD,8144 ,USD,8144 ,DEM,325000
988,USD,8144 ,USD,8144 ,DEM,280000
989,USD,8144 ,USD,8144 ,DEM,2600000
990,USD,15698 ,USD,8144 ,DEM,260000
991,USD,9061 ,USD,8144 ,DEM,1975000
992,USD,8144 ,USD,8144 ,DEM,180000
993,USD,8144 ,USD,8144 ,DEM,1100000
994,USD,8144 ,USD,8144 ,DEM,1100000
995,USD,8144 ,USD,8144 ,DEM,10500000
996,USD,3248506 ,USD,8148 ,,
997,USD,9700 ,USD,8161 ,,
998,USD,8169 ,USD,8169 ,USD,1900000 
999,USD,8171 ,USD,8171 ,,
1000,USD,8176 ,USD,8176 ,,
1001,USD,10079201 ,USD,8201 ,USD,40000000 
1002,USD,167994 ,USD,8208 ,,
1003,USD,2067820 ,USD,8212 ,,
1004,USD,26177 ,USD,8217 ,USD,50000 
1005,USD,8225 ,USD,8225 ,,
1006,USD,627088 ,USD,8242 ,,
1007,USD,8478 ,USD,8244 ,,
1008,USD,81379 ,USD,8245 ,,
1009,USD,8602 ,USD,8253 ,,
1010,USD,8253 ,USD,8253 ,,
1011,USD,8262 ,USD,8262 ,,
1012,USD,8262 ,USD,8262 ,,
1013,USD,8262 ,USD,8262 ,,
1014,USD,8265 ,USD,8265 ,,
1015,USD,8286 ,USD,8286 ,USD,5000000 
1016,USD,8297 ,USD,8297 ,USD,5000000 
1017,USD,8320 ,USD,8320 ,,
1018,USD,8321 ,USD,8321 ,USD,1000000 
1019,USD,8325 ,USD,8325 ,,
1020,USD,7718317 ,USD,8340 ,,
1021,USD,8348 ,USD,8348 ,,
1022,USD,8360 ,USD,8360 ,,
1023,USD,8395 ,USD,8395 ,,
1024,USD,3222965 ,USD,8425 ,,
1025,USD,8437 ,USD,8437 ,USD,1500000 
1026,USD,8438 ,USD,8438 ,USD,400000 
1027,,,USD,8443 ,,
1028,USD,8608 ,USD,8447 ,,
1029,USD,8449 ,USD,8449 ,GBP,1500
1030,USD,919268 ,USD,8452 ,USD,2000000 
1031,USD,8462 ,USD,8462 ,AUD,1300000
1032,USD,355688 ,USD,8464 ,USD,4000000 
1033,USD,8466 ,USD,8466 ,USD,20000 
1034,USD,8472 ,USD,8472 ,USD,2000000 
1035,USD,15130912 ,USD,8494 ,,
1036,USD,8528 ,USD,8528 ,,
1037,USD,3163528 ,USD,8528 ,,
1038,USD,8564 ,USD,8564 ,,
1039,USD,8593 ,USD,8593 ,USD,2000000 
1040,USD,465618 ,USD,8593 ,,
1041,USD,8601 ,USD,8601 ,,
1042,USD,8612 ,USD,8612 ,,
1043,USD,19530 ,USD,8623 ,,
1044,USD,193508 ,USD,8628 ,,
1045,USD,8629 ,USD,8629 ,,
1046,USD,8631 ,USD,8631 ,,
1047,USD,8655 ,USD,8655 ,,
1048,USD,8663 ,USD,8663 ,,
1049,USD,8663 ,USD,8663 ,,
1050,USD,8700 ,USD,8700 ,,
1051,USD,21857 ,USD,8705 ,EUR,4255932
1052,USD,8708 ,USD,8708 ,USD,1200000 
1053,USD,8718 ,USD,8718 ,,
1054,USD,8719 ,USD,8719 ,USD,600000 
1055,USD,622644 ,USD,8733 ,USD,2500000 
1056,USD,371657 ,USD,8735 ,,
1057,USD,8736 ,USD,8736 ,,
1058,USD,14067078 ,USD,8744 ,USD,4000000 
1059,USD,8747 ,USD,8747 ,,
1060,USD,8780 ,USD,8780 ,,
1061,USD,8785 ,USD,8785 ,USD,2500000 
1062,USD,618369 ,USD,8808 ,BRL,12500000
1063,USD,8811 ,USD,8811 ,USD,18000 
1064,USD,8824 ,USD,8824 ,,
1065,USD,8845 ,USD,8845 ,USD,5000000 
1066,USD,294483 ,USD,8856 ,,
1067,USD,8872 ,USD,8872 ,,
1068,USD,4387907 ,USD,8884 ,,
1069,USD,1092359 ,USD,8886 ,,
1070,USD,383106 ,USD,8899 ,,
1071,USD,3705618 ,USD,8905 ,NOK,45000000
1072,,,USD,8905 ,,
1073,USD,8906 ,USD,8906 ,,
1074,USD,167723 ,USD,8915 ,,
1075,USD,347600 ,USD,8919 ,,
1076,USD,8941 ,USD,8941 ,,
1077,USD,27769 ,USD,8965 ,,
1078,USD,8965 ,USD,8965 ,,
1079,USD,240887 ,USD,8979 ,,
1080,USD,9000 ,USD,9000 ,,
1081,USD,9004 ,USD,9004 ,USD,4500000 
1082,,,USD,9011 ,,
1083,USD,1212354 ,USD,9017 ,USD,1009653 
1084,USD,374704 ,USD,9033 ,,
1085,USD,9037 ,USD,9037 ,USD,1700000 
1086,USD,65142 ,USD,9045 ,,
1087,USD,9066 ,USD,9066 ,,
1088,USD,9069 ,USD,9069 ,USD,10000000 
1089,USD,9080 ,USD,9080 ,USD,55000 
1090,USD,9090 ,USD,9090 ,,
1091,USD,9104 ,USD,9104 ,,
1092,USD,9110 ,USD,9110 ,USD,250000 
1093,USD,9129 ,USD,9129 ,EUR,2200000
1094,USD,9129 ,USD,9129 ,,
1095,,,USD,9133 ,,
1096,USD,9186 ,USD,9186 ,,
1097,USD,9188 ,USD,9188 ,,
1098,USD,15571 ,USD,9189 ,,
1099,USD,9195 ,USD,9195 ,,
1100,USD,11599 ,USD,9213 ,,
1101,USD,610986 ,USD,9216 ,USD,10000000 
1102,USD,9221 ,USD,9221 ,USD,4000000 
1103,USD,554953 ,USD,9233 ,USD,12000000 
1104,USD,9261 ,USD,9261 ,,
1105,USD,24554 ,USD,9277 ,,
1106,USD,9536 ,USD,9283 ,GBP,2300000
1107,,,USD,9287 ,,
1108,USD,116512 ,USD,9291 ,,
1109,USD,9309 ,USD,9309 ,,
1110,USD,24343 ,USD,9318 ,USD,1000000 
1111,USD,9318 ,USD,9318 ,,
1112,USD,9338 ,USD,9338 ,,
1113,USD,9342 ,USD,9342 ,,
1114,USD,14459 ,USD,9359 ,CAD,1500000
1115,USD,9365 ,USD,9365 ,USD,3600000 
1116,USD,9376 ,USD,9376 ,,
1117,USD,9377 ,USD,9377 ,,
1118,USD,482361 ,USD,9392 ,,
1119,USD,45513 ,USD,9395 ,,
1120,USD,179381 ,USD,9397 ,,
1121,USD,9417 ,USD,9417 ,,
1122,USD,9432 ,USD,9432 ,,
1123,USD,9436 ,USD,9436 ,,
1124,USD,9453 ,USD,9453 ,,
1125,USD,9458 ,USD,9458 ,,
1126,USD,9467 ,USD,9467 ,,
1127,USD,410474 ,USD,9470 ,,
1128,USD,17182 ,USD,9478 ,USD,500000 
1129,USD,9480 ,USD,9480 ,,
1130,USD,9480 ,USD,9480 ,,
1131,USD,9481 ,USD,9481 ,,
1132,USD,2495025 ,USD,9481 ,,
1133,USD,9526 ,USD,9526 ,,
1134,USD,9528 ,USD,9528 ,,
1135,,,USD,9554 ,,
1136,USD,25109572 ,USD,9572 ,,
1137,,,USD,9579 ,,
1138,USD,1820014 ,USD,9580 ,USD,10000000 
1139,USD,10179355 ,USD,9600 ,USD,6400000 
1140,USD,513737 ,USD,9600 ,,
1141,USD,13870 ,USD,9613 ,,
1142,USD,9614 ,USD,9614 ,USD,50000 
1143,,,USD,9623 ,,
1144,USD,26260 ,USD,9645 ,,
1145,USD,10501958 ,USD,9660 ,DEM,8400000
1146,USD,9704 ,USD,9704 ,,
1147,USD,9719 ,USD,9719 ,,
1148,USD,9724 ,USD,9724 ,,
1149,USD,9730 ,USD,9730 ,,
1150,USD,9736 ,USD,9736 ,,
1151,USD,9740 ,USD,9740 ,USD,350000 
1152,USD,3926386 ,USD,9747 ,USD,8500000 
1153,USD,254149 ,USD,9750 ,,
1154,USD,2249781 ,USD,9781 ,,
1155,USD,9811 ,USD,9811 ,USD,40000 
1156,USD,9812 ,USD,9812 ,USD,30000 
1157,,,USD,9838 ,,
1158,USD,317656 ,USD,9840 ,,
1159,USD,185088 ,USD,9862 ,,
1160,USD,9866 ,USD,9866 ,,
1161,USD,406732 ,USD,9868 ,,
1162,USD,9871 ,USD,9871 ,USD,3500000 
1163,,,USD,9874 ,,
1164,USD,1127938 ,USD,9883 ,,
1165,USD,9890 ,USD,9890 ,USD,500000 
1166,USD,61789 ,USD,9893 ,,
1167,USD,9902 ,USD,9902 ,,
1168,USD,9911 ,USD,9911 ,,
1169,USD,9915 ,USD,9915 ,,
1170,USD,9934 ,USD,9934 ,,
1171,USD,50171 ,USD,9936 ,,
1172,USD,28190 ,USD,9946 ,USD,50000 
1173,USD,9956 ,USD,9956 ,,
1174,USD,9956 ,USD,9956 ,,
1175,USD,92166 ,USD,9995 ,,
1176,USD,10433259 ,USD,9996 ,RUR,360000000
1177,USD,10000 ,USD,10000 ,,
1178,USD,266490 ,USD,10003 ,,
1179,USD,10017 ,USD,10017 ,,
1180,USD,10024 ,USD,10024 ,USD,2000000 
1181,USD,589299 ,USD,10033 ,,
1182,USD,2934087 ,USD,10035 ,,
1183,USD,299293 ,USD,10067 ,,
1184,USD,10071 ,USD,10071 ,,
1185,USD,10078 ,USD,10078 ,,
1186,USD,4240918 ,USD,10093 ,,
1187,USD,10104 ,USD,10104 ,USD,1600000 
1188,USD,10133 ,USD,10133 ,USD,300000 
1189,USD,12588 ,USD,10135 ,,
1190,USD,10152 ,USD,10152 ,,
1191,USD,22460 ,USD,10153 ,EUR,3000000
1192,USD,10158 ,USD,10158 ,USD,20000 
1193,USD,25460023 ,USD,10167 ,USD,35000000 
1194,USD,16444 ,USD,10178 ,,
1195,USD,10227 ,USD,10227 ,USD,350000 
1196,USD,10232 ,USD,10232 ,,
1197,USD,10233 ,USD,10233 ,,
1198,USD,18328469 ,USD,10236 ,SEK,25000000
1199,USD,20166 ,USD,10289 ,USD,1000000 
1200,USD,1511572 ,USD,10289 ,,
1201,USD,10298 ,USD,10298 ,,
1202,USD,6696952 ,USD,10304 ,,
1203,USD,245521 ,USD,10310 ,,
1204,USD,2573400 ,USD,10330 ,EUR,5290000
1205,USD,16976821 ,USD,10352 ,EUR,24000000
1206,USD,10400 ,USD,10400 ,,
1207,USD,10410 ,USD,10410 ,,
1208,USD,13573 ,USD,10433 ,,
1209,USD,4623570 ,USD,10452 ,AUD,26900000
1210,USD,10452 ,USD,10452 ,,
1211,USD,10457 ,USD,10457 ,,
1212,USD,1557750 ,USD,10462 ,,
1213,USD,5983416 ,USD,10474 ,,
1214,USD,10493 ,USD,10493 ,,
1215,USD,10497 ,USD,10497 ,,
1216,USD,10514 ,USD,10514 ,USD,300000 
1217,USD,10529 ,USD,10529 ,USD,1250000 
1218,USD,10535 ,USD,10535 ,,
1219,USD,10550 ,USD,10550 ,,
1220,USD,40729 ,USD,10575 ,,
1221,USD,10580 ,USD,10580 ,USD,250000 
1222,USD,131153 ,USD,10600 ,,
1223,USD,24930 ,USD,10604 ,,
1224,USD,10626 ,USD,10626 ,,
1225,USD,242994 ,USD,10628 ,,
1226,USD,379010 ,USD,10628 ,,
1227,USD,10637 ,USD,10637 ,,
1228,USD,3191168 ,USD,10654 ,,
1229,,,USD,10668 ,,
1230,USD,10681 ,USD,10681 ,,
1231,USD,31823 ,USD,10687 ,,
1232,USD,405268 ,USD,10697 ,USD,8000000 
1233,USD,10718 ,USD,10718 ,,
1234,USD,51148 ,USD,10720 ,,
1235,USD,10730 ,USD,10730 ,USD,5000000 
1236,USD,382182 ,USD,10759 ,EUR,10000000
1237,USD,243978 ,USD,10770 ,,
1238,USD,10782 ,USD,10782 ,,
1239,USD,1677967 ,USD,10787 ,USD,1000000 
1240,USD,161110 ,USD,10824 ,,
1241,USD,10844 ,USD,10844 ,USD,800000 
1242,USD,24610854 ,USD,10854 ,,
1243,USD,10886 ,USD,10886 ,,
1244,USD,381450 ,USD,10921 ,,
1245,,,USD,10952 ,,
1246,USD,10969 ,USD,10969 ,,
1247,USD,10970 ,USD,10970 ,,
1248,USD,1720557 ,USD,10975 ,,
1249,USD,181030 ,USD,10983 ,,
1250,USD,10997 ,USD,10997 ,,
1251,USD,11000 ,USD,11000 ,USD,24000 
1252,USD,11000 ,USD,11000 ,,
1253,USD,11001 ,USD,11001 ,,
1254,USD,3510643 ,USD,11004 ,USD,3000000 
1255,USD,38878 ,USD,11014 ,,
1256,USD,20138308 ,USD,11018 ,,
1257,USD,11023 ,USD,11023 ,,
1258,,,USD,11057 ,,
1259,USD,11100 ,USD,11100 ,,
1260,USD,29282887 ,USD,11137 ,,
1261,USD,109459 ,USD,11140 ,,
1262,USD,11146 ,USD,11146 ,USD,335000 
1263,USD,12155 ,USD,11157 ,,
1264,USD,1350967 ,USD,11163 ,,
1265,USD,11183 ,USD,11183 ,,
1266,USD,114926694 ,USD,11186 ,CNY,20000000
1267,USD,24959 ,USD,11197 ,,
1268,USD,11204 ,USD,11204 ,,
1269,USD,53940 ,USD,11218 ,USD,1850000 
1270,USD,11239 ,USD,11239 ,USD,2000000 
1271,USD,55901 ,USD,11254 ,,
1272,USD,11255 ,USD,11255 ,USD,20000000 
1273,USD,11257 ,USD,11257 ,,
1274,USD,38263 ,USD,11263 ,,
1275,USD,11268 ,USD,11268 ,,
1276,USD,107024 ,USD,11287 ,,
